Demonstrativo de Corretagem
Em:;28/10/2024 16:40

Filial:;VAREJO CONCESSIONARIA
Corretor:;99008599 - WIZ CONSEG CORRETORA DE SEGUROS LTDA
Estabelecimento:;87

Forma de Pagamento;Banco;Agencia;Conta Corrente
CREDITO C/C;33 - SANTANDER;4515/;1XXXXXX5-X
DOC nr.;Nr. Demonstrativo;Data de Pagto
353011;27;24/10/2024

Totalizador
Total Bruto - R$;Desc. de Adiantamento - R$;Total Liquido - R$;IR - R$;ISS - R$;INSS - R$;Valor Liquido Pago - R$
5.100,84; 0,00;5.100,84;76,51;102,02;0,00;4.922,31

Marca;Segurado;Apolice;Endosso / Fatura;Parcela;Lancamento;Premio;% Comissao;Valor Comissao
YELUM;LOC E2 LOCADORA LTDA;310020240661051;0;'09/11;RECUP/CANCELAMENTO;-264,64;10,00;-26,45
YELUM;LOC E2 LOCADORA LTDA;310020240661051;0;'10/11;RECUP/CANCELAMENTO;-264,64;10,00;-26,45
YELUM;LOC E2 LOCADORA LTDA;310020240661051;0;'11/11;RECUP/CANCELAMENTO;-264,64;10,00;-26,45
YELUM;LOC E2 LOCADORA LTDA;310020240744976;0;'11/12;ANTECIPACAO;286,23;10,00;28,61
YELUM;LOC E2 LOCADORA LTDA;310020240744976;0;'12/12;ANTECIPACAO;286,23;10,00;28,61
YELUM;LOC E2 LOCADORA LTDA;310020240745007;0;'11/12;ANTECIPACAO;286,23;10,00;28,61
YELUM;LOC E2 LOCADORA LTDA;310020240745007;0;'12/12;ANTECIPACAO;286,23;10,00;28,61
YELUM;LOC E2 LOCADORA LTDA;310020240745035;0;'11/12;ANTECIPACAO;286,23;10,00;28,61
YELUM;LOC E2 LOCADORA LTDA;310020240745035;0;'12/12;ANTECIPACAO;286,23;10,00;28,61
YELUM;LOC E2 LOCADORA LTDA;310020240745063;0;'11/12;ANTECIPACAO;304,74;10,00;30,47
YELUM;LOC E2 LOCADORA LTDA;310020240745063;0;'12/12;ANTECIPACAO;304,74;10,00;30,47
YELUM;LOC E2 LOCADORA LTDA;310020240745429;0;'11/12;ANTECIPACAO;241,21;10,00;24,11
